[2025-09-04 11:06:09,834] 17 root - INFO -Initiate the Data Ingestion
[2025-09-04 11:06:11,238] 67 root - INFO -Performed train test split on the dataframe
[2025-09-04 11:06:11,238] 69 root - INFO -Exited split_data_as_train_test method of Data_Ingestion Class
[2025-09-04 11:06:11,238] 75 root - INFO -Exporting train and test file path
[2025-09-04 11:06:11,300] 19 root - INFO -Data Intiation Completed
[2025-09-04 11:06:11,321] 24 root - INFO -Initiate the data validation
[2025-09-04 11:06:11,375] 33 root - INFO -Required number of columns:2
[2025-09-04 11:06:11,375] 34 root - INFO -Data frame has columns:31
[2025-09-04 11:06:11,375] 33 root - INFO -Required number of columns:2
[2025-09-04 11:06:11,375] 34 root - INFO -Data frame has columns:31
[2025-09-04 11:06:11,552] 33 root - INFO -Required number of columns:2
[2025-09-04 11:06:11,552] 34 root - INFO -Data frame has columns:31
[2025-09-04 11:06:11,552] 33 root - INFO -Required number of columns:2
[2025-09-04 11:06:11,553] 34 root - INFO -Data frame has columns:31
[2025-09-04 11:06:11,697] 27 root - INFO -data validation completed
[2025-09-04 11:06:11,698] 30 root - INFO -Data Transformation Started
[2025-09-04 11:06:11,698] 52 root - INFO -Entered initiate_data_transformation method of DataTransformation class
[2025-09-04 11:06:11,698] 54 root - INFO -Starting data transformation
[2025-09-04 11:06:11,722] 38 root - INFO -Entered get_data_transformer_object method of Transformation Class
[2025-09-04 11:06:11,722] 43 root - INFO -Initiate KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-09-04 11:06:11,734] 41 root - INFO -Entered the save_object method of mainUtils class
[2025-09-04 11:06:11,737] 45 root - INFO -Exited the save_object method of main utils class
[2025-09-04 11:06:11,738] 35 root - INFO -Data Transformation Completed
[2025-09-04 11:06:11,738] 37 root - INFO -Model Training Started
